State,Date,Crash_Type,Bus_Involvement,Heavy_Rigid_Truck_Involvement,Articulated_Truck_Involvement,Speed_Limit,Road_User,Gender,Age
VIC,19-Feb-08,Pedestrian,No,No,Yes,60,Pedestrian,Female,32
WA,19-Feb-08,Multiple,No,No,No,100,Driver,Male,35
QLD,21-Feb-08,Multiple,No,No,Yes,80,Driver,Male,36
NSW,22-Feb-08,Single,No,No,No,60,Driver,Male,20
VIC,22-Feb-08,Single,No,No,No,100,Passenger,Female,15
QLD,22-Feb-08,Multiple,No,No,No,50,Motorcycle rider,Male,39
WA,22-Feb-08,Multiple,Yes,No,No,80,Motorcycle rider,Male,20
NT,22-Feb-08,Pedestrian,No,No,No,60,Pedestrian,Male,76
NSW,23-Feb-08,Single,No,No,No,100,Driver,Male,29
NSW,23-Feb-08,Single,No,No,No,100,Motorcycle rider,Male,29
NSW,23-Feb-08,Single,No,No,No,90,Driver,Male,17
QLD,23-Feb-08,Multiple,No,No,No,100,Driver,Male,67
QLD,23-Feb-08,Single,No,No,No,100,Motorcycle rider,Male,54
QLD,23-Feb-08,Single,No,No,No,100,Motorcycle pillion passenger,Female,54
WA,23-Feb-08,Pedestrian,No,No,No,50,Pedestrian,Female,58
WA,23-Feb-08,Single,No,No,No,80,Driver,Male,34
VIC,24-Feb-08,Single,No,No,No,100,Driver,Male,38
QLD,24-Feb-08,Single,No,No,No,100,Driver,Male,22
SA,24-Feb-08,Single,No,No,No,60,Passenger,Male,21
SA,24-Feb-08,Single,No,No,No,60,Passenger,Male,19
SA,24-Feb-08,Single,No,No,No,60,Passenger,Male,19
SA,24-Feb-08,Single,No,No,No,80,Driver,Male,34
WA,24-Feb-08,Single,No,No,No,110,Driver,Female,19
VIC,25-Feb-08,Multiple,No,No,No,100,Driver,Male,31
VIC,25-Feb-08,Single,No,No,No,100,Driver,Male,58
NSW,26-Feb-08,Pedestrian,No,No,No,60,Pedestrian,Female,86
VIC,26-Feb-08,Single,No,No,No,100,Motorcycle rider,Male,43
VIC,26-Feb-08,Single,No,No,No,100,Motorcycle rider,Male,46
VIC,27-Feb-08,Multiple,No,No,Yes,100,Driver,Male,44
VIC,27-Feb-08,Single,No,No,No,100,Driver,Male,58
QLD,27-Feb-08,Single,No,No,No,80,Driver,Male,36
NSW,28-Feb-08,Single,No,No,Yes,110,Driver,Male,24
NSW,28-Feb-08,Multiple,No,No,Yes,100,Driver,Female,68
VIC,28-Feb-08,Pedestrian,No,No,No,60,Pedestrian,Female,83
QLD,29-Feb-08,Single,Yes,No,No,100,Passenger,Male,59
QLD,29-Feb-08,Single,Yes,No,No,100,Passenger,Male,32
SA,29-Feb-08,Single,No,No,No,110,Passenger,Male,33
SA,29-Feb-08,Single,No,No,No,110,Passenger,Male,50
SA,29-Feb-08,Single,No,No,No,100,Passenger,Female,1
NT,29-Feb-08,Pedestrian,No,No,No,70,Pedestrian,Male,19
NSW,01-Mar-08,Single,No,No,No,100,Driver,Male,20
NSW,01-Mar-08,Multiple,No,No,No,80,Driver,Male,40
NSW,01-Mar-08,Single,No,No,No,60,Driver,Female,32
NSW,01-Mar-08,Multiple,No,No,No,70,Bicyclist,Male,80
NSW,01-Mar-08,Single,No,No,No,100,Driver,Male,37
VIC,01-Mar-08,Multiple,No,No,No,60,Driver,Female,43
WA,01-Mar-08,Single,No,No,No,60,Passenger,Female,19
TAS,01-Mar-08,Single,No,No,No,100,Passenger,Male,67
NSW,02-Mar-08,Single,No,No,No,100,Motorcycle rider,Male,53
VIC,02-Mar-08,Single,No,No,No,80,Motorcycle rider,Male,40
QLD,02-Mar-08,Multiple,Yes,No,No,50,Motorcycle rider,Female,47
WA,02-Mar-08,Single,No,No,No,110,Driver,Male,66
WA,02-Mar-08,Single,No,No,No,110,Passenger,Female,65
WA,02-Mar-08,Single,No,No,No,110,Passenger,Male,10
WA,02-Mar-08,Single,No,No,No,100,Driver,Male,36
TAS,02-Mar-08,Single,No,No,No,60,Driver,Female,39
VIC,03-Mar-08,Multiple,No,Yes,No,100,Motorcycle rider,Male,39
VIC,04-Mar-08,Pedestrian,No,Yes,No,100,Pedestrian,Male,32
QLD,04-Mar-08,Pedestrian,No,No,No,100,Pedestrian,Male,78
NSW,05-Mar-08,Single,No,No,No,100,Motorcycle rider,Male,56
QLD,05-Mar-08,Single,No,No,No,100,Driver,Male,25
QLD,05-Mar-08,Single,No,No,No,100,Passenger,Male,24
QLD,05-Mar-08,Single,No,No,No,100,Passenger,Male,26
VIC,06-Mar-08,Multiple,No,No,No,0,Driver,Male,34
VIC,06-Mar-08,Multiple,No,No,No,60,Motorcycle rider,Male,39
VIC,06-Mar-08,Pedestrian,No,No,No,80,Pedestrian,Male,78
QLD,06-Mar-08,Multiple,No,No,Yes,80,Driver,Male,70
TAS,06-Mar-08,Multiple,No,No,No,50,Motorcycle rider,Male,30
NSW,07-Mar-08,Multiple,No,No,No,70,Driver,Male,46
NSW,07-Mar-08,Pedestrian,No,No,Yes,70,Pedestrian,Male,70
VIC,07-Mar-08,Multiple,No,No,No,100,Motorcycle rider,Male,21
QLD,07-Mar-08,Multiple,No,No,No,60,Driver,Female,88
QLD,07-Mar-08,Single,No,No,No,100,Driver,Male,61
WA,07-Mar-08,Multiple,No,No,No,100,Driver,Male,20
WA,07-Mar-08,Multiple,No,No,No,100,Passenger,Male,16
WA,07-Mar-08,Multiple,No,No,No,100,Driver,Male,59
TAS,07-Mar-08,Single,No,No,No,100,Passenger,Male,8
NSW,08-Mar-08,Pedestrian,No,No,No,70,Pedestrian,Male,34
NSW,08-Mar-08,Pedestrian,Yes,No,No,60,Pedestrian,Male,18
VIC,08-Mar-08,Single,No,No,No,100,Motorcycle rider,Male,52
QLD,08-Mar-08,Multiple,No,No,No,60,Motorcycle rider,Male,36
SA,08-Mar-08,Single,No,No,No,50,Motorcycle rider,Male,23
WA,08-Mar-08,Single,No,No,No,110,Driver,Male,47
WA,08-Mar-08,Single,No,No,No,50,Motorcycle rider,Male,40
WA,08-Mar-08,Single,No,No,No,80,Motorcycle rider,Male,27
NSW,09-Mar-08,Single,No,No,No,80,Motorcycle rider,Male,39
NSW,09-Mar-08,Single,No,No,No,60,Passenger,Female,55
VIC,09-Mar-08,Single,No,No,No,80,Driver,Male,22
QLD,09-Mar-08,Single,No,No,No,100,Driver,Male,34
QLD,09-Mar-08,Multiple,No,No,No,80,Driver,Male,92
QLD,09-Mar-08,Multiple,No,No,No,80,Passenger,Female,34
NSW,10-Mar-08,Single,No,No,No,60,Driver,Female,20
QLD,10-Mar-08,Pedestrian,No,No,No,90,Pedestrian,Male,38
QLD,10-Mar-08,Single,No,No,No,60,Bicyclist,Male,86
SA,10-Mar-08,Single,No,No,No,100,Driver,Male,77
NSW,11-Mar-08,Single,No,No,Yes,100,Driver,Male,56
NSW,11-Mar-08,Multiple,No,No,No,50,Motorcycle rider,Male,37
QLD,11-Mar-08,Single,No,No,No,100,Passenger,Female,6
NSW,12-Mar-08,Single,No,No,No,100,Driver,Male,52
NSW,13-Mar-08,Multiple,No,No,No,80,Driver,Female,28
VIC,13-Mar-08,Pedestrian,No,Yes,No,60,Pedestrian,Female,24
VIC,13-Mar-08,Multiple,No,Yes,No,70,Driver,Female,45
SA,13-Mar-08,Multiple,No,Yes,No,100,Motorcycle rider,Male,55
VIC,14-Mar-08,Single,No,No,No,50,Passenger,Male,17
VIC,14-Mar-08,Single,No,No,No,110,Passenger,Male,68
VIC,14-Mar-08,Single,No,No,No,110,Passenger,Female,71
VIC,14-Mar-08,Single,No,No,No,110,Passenger,Female,0
WA,14-Mar-08,Multiple,No,Yes,No,60,Driver,Male,68
NSW,15-Mar-08,Single,No,No,No,50,Motorcycle rider,Male,18
NSW,15-Mar-08,Single,No,No,No,100,Driver,Male,24
VIC,15-Mar-08,Pedestrian,No,No,No,100,Pedestrian,Female,52
VIC,15-Mar-08,Multiple,Yes,No,No,50,Driver,Male,17
QLD,15-Mar-08,Single,No,No,No,100,Passenger,Female,16
QLD,15-Mar-08,Multiple,No,No,No,70,Passenger,Male,19
WA,15-Mar-08,Single,No,No,No,70,Driver,Female,26
NT,15-Mar-08,Single,No,No,No,60,Motorcycle rider,Male,24
NSW,16-Mar-08,Pedestrian,No,No,No,60,Pedestrian,Male,24
NSW,16-Mar-08,Single,No,No,No,70,Motorcycle rider,Male,34
VIC,16-Mar-08,Multiple,No,No,No,60,Driver,Male,19
VIC,16-Mar-08,Single,No,No,No,50,Motorcycle rider,Male,30
VIC,16-Mar-08,Single,No,No,No,50,Passenger,Male,19
SA,16-Mar-08,Single,No,No,No,110,Passenger,Male,18
SA,16-Mar-08,Multiple,No,No,Yes,110,Driver,Male,39
WA,16-Mar-08,Multiple,No,Yes,No,90,Driver,Male,44
WA,17-Mar-08,Multiple,No,No,No,60,Driver,Female,90
NT,17-Mar-08,Single,No,No,No,100,Driver,Male,78
VIC,18-Mar-08,Single,No,No,No,80,Driver,Male,32
VIC,18-Mar-08,Single,No,No,No,100,Passenger,Female,23
VIC,18-Mar-08,Single,No,No,No,100,Driver,Female,73
NT,19-Mar-08,Single,No,No,No,110,Driver,Male,19
VIC,20-Mar-08,Multiple,No,No,No,100,Passenger,Female,59
WA,20-Mar-08,Single,No,No,No,80,Motorcycle rider,Male,32
QLD,21-Mar-08,Single,No,No,No,100,Motorcycle rider,Male,53
SA,21-Mar-08,Single,No,Yes,No,100,Passenger,Male,24
WA,21-Mar-08,Single,No,No,No,110,Driver,Female,36
TAS,21-Mar-08,Single,No,No,No,100,Driver,Male,25
TAS,21-Mar-08,Multiple,No,No,No,100,Motorcycle rider,Female,49
QLD,22-Mar-08,Multiple,No,No,No,60,Driver,Male,85
QLD,22-Mar-08,Single,No,No,No,100,Passenger,Female,6
QLD,22-Mar-08,Single,No,No,No,100,Passenger,Male,1
QLD,22-Mar-08,Pedestrian,No,No,No,100,Pedestrian,Male,44
WA,22-Mar-08,Single,No,No,No,110,Driver,Female,30
TAS,22-Mar-08,Single,No,No,No,110,Passenger,Female,45
VIC,23-Mar-08,Multiple,No,No,No,100,Motorcycle rider,Male,46
QLD,23-Mar-08,Single,No,No,No,100,Driver,Male,21
WA,23-Mar-08,Multiple,No,No,No,90,Passenger,Female,21
WA,23-Mar-08,Multiple,No,No,No,90,Passenger,Male,8
VIC,24-Mar-08,Multiple,No,No,No,100,Passenger,Female,12
VIC,24-Mar-08,Multiple,No,No,No,100,Passenger,Female,38
WA,24-Mar-08,Single,No,No,No,70,Passenger,Male,14
VIC,25-Mar-08,Pedestrian,No,No,No,50,Pedestrian,Female,80
VIC,25-Mar-08,Multiple,No,No,Yes,100,Driver,Female,34
QLD,25-Mar-08,Multiple,No,Yes,No,100,Passenger,Female,79
QLD,25-Mar-08,Multiple,No,Yes,No,80,Driver,Male,40
SA,25-Mar-08,Single,No,No,No,60,Passenger,Female,53
NSW,26-Mar-08,Multiple,No,No,No,50,Motorcycle rider,Male,20
VIC,26-Mar-08,Multiple,No,No,Yes,80,Passenger,Male,6
VIC,26-Mar-08,Multiple,No,No,Yes,80,Passenger,Male,9
NT,26-Mar-08,Pedestrian,No,No,No,40,Pedestrian,Female,43
NSW,27-Mar-08,Multiple,No,No,Yes,100,Driver,Female,74
QLD,27-Mar-08,Multiple,No,No,No,80,Motorcycle rider,Male,39
NSW,28-Mar-08,Pedestrian,No,No,No,60,Pedestrian,Male,73
NSW,28-Mar-08,Single,No,No,No,100,Driver,Male,28
VIC,28-Mar-08,Pedestrian,No,Yes,No,60,Pedestrian,Male,67
VIC,28-Mar-08,Pedestrian,No,No,Yes,100,Pedestrian,Male,32
NSW,29-Mar-08,Pedestrian,No,No,No,80,Pedestrian,Male,48
WA,29-Mar-08,Multiple,No,No,No,110,Motorcycle rider,Male,43
VIC,30-Mar-08,Single,No,No,No,80,Driver,Male,20
QLD,30-Mar-08,Multiple,No,No,No,60,Passenger,Female,91
QLD,30-Mar-08,Single,No,No,No,100,Driver,Female,45
NSW,31-Mar-08,Multiple,No,No,Yes,100,Driver,Male,42
NSW,31-Mar-08,Multiple,No,No,Yes,100,Driver,Male,40
VIC,31-Mar-08,Pedestrian,No,No,Yes,80,Pedestrian,Male,77
VIC,31-Mar-08,Multiple,No,No,Yes,60,Driver,Male,83
VIC,01-Apr-08,Multiple,No,Yes,No,100,Driver,Male,39
WA,01-Apr-08,Multiple,No,No,No,90,Driver,Male,88
NSW,02-Apr-08,Single,No,No,No,100,Driver,Male,84
NSW,02-Apr-08,Single,No,No,No,100,Driver,Male,60
VIC,02-Apr-08,Multiple,No,Yes,No,50,Motorcycle rider,Male,41
VIC,02-Apr-08,Multiple,No,No,No,100,Driver,Male,27
VIC,02-Apr-08,Multiple,No,No,No,100,Driver,Male,48
VIC,03-Apr-08,Single,No,No,No,70,Passenger,Female,47
QLD,03-Apr-08,Pedestrian,No,Yes,No,60,Pedestrian,Male,18
NSW,04-Apr-08,Multiple,No,No,Yes,100,Driver,Male,43
NSW,04-Apr-08,Multiple,No,No,No,100,Driver,Male,81
NSW,04-Apr-08,Single,No,No,No,100,Driver,Male,24
QLD,04-Apr-08,Multiple,No,No,No,80,Driver,Male,22
WA,04-Apr-08,Single,No,No,No,110,Driver,Male,23
NSW,05-Apr-08,Single,No,No,No,100,Driver,Male,34
NSW,05-Apr-08,Single,No,No,No,100,Driver,Male,57
NSW,05-Apr-08,Multiple,No,No,No,100,Motorcycle rider,Male,25
VIC,05-Apr-08,Single,No,No,No,80,Driver,Male,23
VIC,05-Apr-08,Single,No,No,No,80,Driver,Female,57
QLD,05-Apr-08,Single,No,No,No,100,Passenger,Male,39
QLD,05-Apr-08,Single,No,No,No,100,Driver,Male,21
SA,05-Apr-08,Pedestrian,No,No,No,80,Pedestrian,Male,29
SA,05-Apr-08,Multiple,No,No,Yes,110,Driver,Male,42
SA,05-Apr-08,Multiple,No,No,No,100,Motorcycle pillion passenger,Male,36
WA,05-Apr-08,Single,No,No,No,70,Driver,Male,25
NT,05-Apr-08,Single,No,No,No,60,Driver,Male,22
NT,05-Apr-08,Multiple,No,No,No,60,Motorcycle rider,Male,32
NSW,06-Apr-08,Single,No,No,No,60,Passenger,Male,41
QLD,06-Apr-08,Single,No,No,No,60,Passenger,Female,20
QLD,06-Apr-08,Single,No,No,No,80,Motorcycle rider,Male,43
WA,06-Apr-08,Single,No,No,No,70,Motorcycle rider,Male,60
NSW,07-Apr-08,Single,No,No,No,100,Driver,Male,39
VIC,07-Apr-08,Single,No,No,No,60,Driver,Male,16
WA,07-Apr-08,Single,No,No,No,110,Driver,Male,38
QLD,08-Apr-08,Single,No,No,No,100,Passenger,Female,4
QLD,08-Apr-08,Single,No,No,No,100,Passenger,Female,2
QLD,09-Apr-08,Single,No,No,No,80,Passenger,Male,44
QLD,09-Apr-08,Multiple,No,No,Yes,50,Driver,Female,77
SA,09-Apr-08,Single,No,No,No,60,Driver,Male,17
NSW,10-Apr-08,Single,No,No,No,100,Passenger,Male,25
NSW,10-Apr-08,Single,No,No,No,100,Passenger,Female,15
QLD,10-Apr-08,Multiple,No,No,No,60,Driver,Male,83
ACT,10-Apr-08,Multiple,No,No,No,50,Motorcycle rider,Male,61
NSW,11-Apr-08,Single,No,No,No,100,Driver,Male,18
NSW,11-Apr-08,Multiple,No,No,No,90,Driver,Female,55
NSW,11-Apr-08,Pedestrian,No,No,No,50,Pedestrian,Female,69
VIC,11-Apr-08,Multiple,No,No,No,50,Driver,Male,85
QLD,11-Apr-08,Single,No,No,No,100,Bicyclist,Male,47
SA,11-Apr-08,Single,No,No,No,100,Driver,Female,35
WA,11-Apr-08,Single,No,No,No,110,Driver,Male,24
VIC,12-Apr-08,Single,No,No,No,80,Driver,Female,23
VIC,13-Apr-08,Multiple,No,No,No,80,Driver,Male,81
QLD,13-Apr-08,Pedestrian,No,No,No,80,Pedestrian,Male,25
WA,13-Apr-08,Single,No,No,No,110,Passenger,Female,15
NSW,14-Apr-08,Single,No,No,No,50,Driver,Male,53
VIC,14-Apr-08,Multiple,No,Yes,No,70,Bicyclist,Female,38
VIC,14-Apr-08,Single,No,No,No,100,Driver,Female,59
QLD,14-Apr-08,Multiple,No,No,No,60,Driver,Female,39
VIC,15-Apr-08,Multiple,No,No,No,50,Motorcycle rider,Male,25
NSW,16-Apr-08,Multiple,No,No,No,90,Driver,Female,33
QLD,16-Apr-08,Multiple,No,No,No,60,Motorcycle rider,Male,22
QLD,17-Apr-08,Single,No,No,No,110,Driver,Female,35
WA,17-Apr-08,Single,No,No,No,110,Driver,Male,49
NSW,18-Apr-08,Pedestrian,No,No,No,50,Pedestrian,Female,87
NSW,18-Apr-08,Multiple,No,No,No,80,Driver,Male,32
SA,18-Apr-08,Pedestrian,No,Yes,No,60,Pedestrian,Female,66
WA,18-Apr-08,Pedestrian,No,No,No,50,Pedestrian,Female,0
WA,18-Apr-08,Single,No,No,No,110,Driver,Male,73
WA,18-Apr-08,Single,No,No,No,70,Driver,Male,22
NSW,19-Apr-08,Multiple,No,No,No,50,Driver,Male,79
VIC,19-Apr-08,Single,No,No,No,100,Driver,Male,18
VIC,19-Apr-08,Multiple,No,Yes,No,70,Driver,Female,25
TAS,19-Apr-08,Single,No,No,No,90,Motorcycle rider,Female,54
NT,19-Apr-08,Single,No,No,No,130,Driver,Female,47
NT,19-Apr-08,Pedestrian,No,No,No,100,Pedestrian,Male,28
NSW,20-Apr-08,Multiple,No,No,No,100,Driver,Female,31
NSW,20-Apr-08,Multiple,No,No,No,100,Passenger,Male,17
VIC,20-Apr-08,Multiple,No,Yes,No,60,Passenger,Female,13
SA,20-Apr-08,Pedestrian,No,No,Yes,100,Pedestrian,Male,23
NSW,21-Apr-08,Single,No,No,No,60,Driver,Female,22
QLD,22-Apr-08,Single,No,No,No,80,Bicyclist,Male,79
SA,22-Apr-08,Pedestrian,No,No,No,80,Pedestrian,Male,17
VIC,23-Apr-08,Single,No,No,No,100,Driver,Male,24
VIC,23-Apr-08,Multiple,No,No,No,90,Driver,Male,49
SA,23-Apr-08,Multiple,No,No,No,100,Driver,Male,40
NSW,24-Apr-08,Multiple,No,No,No,110,Passenger,Male,1
VIC,24-Apr-08,Multiple,No,No,No,100,Driver,Male,47
QLD,24-Apr-08,Single,No,No,Yes,100,Driver,Male,34
QLD,24-Apr-08,Multiple,No,No,No,60,Motorcycle rider,Male,43
VIC,25-Apr-08,Multiple,No,No,No,100,Driver,Male,23
VIC,25-Apr-08,Multiple,No,No,No,100,Driver,Female,68
QLD,25-Apr-08,Single,No,No,No,80,Passenger,Male,16
QLD,25-Apr-08,Multiple,No,No,Yes,100,Passenger,Female,51
VIC,26-Apr-08,Multiple,No,No,No,100,Driver,Male,47
QLD,26-Apr-08,Single,No,No,No,80,Driver,Male,17
WA,26-Apr-08,Multiple,No,No,No,80,Driver,Male,20
WA,26-Apr-08,Multiple,No,No,No,80,Passenger,Male,23
NSW,27-Apr-08,Multiple,No,No,No,60,Passenger,Female,18
VIC,27-Apr-08,Single,No,No,No,100,Motorcycle rider,Male,45
QLD,27-Apr-08,Single,No,No,No,80,Driver,Male,38
QLD,27-Apr-08,Single,No,No,No,100,Motorcycle rider,Male,39
QLD,27-Apr-08,Single,No,No,No,100,Driver,Male,53
TAS,27-Apr-08,Single,No,No,No,80,Driver,Male,30
TAS,27-Apr-08,Single,No,No,No,80,Passenger,Female,22
NSW,28-Apr-08,Multiple,No,No,No,100,Driver,Male,17
VIC,28-Apr-08,Multiple,No,No,Yes,100,Driver,Male,25
QLD,28-Apr-08,Single,No,No,No,40,Driver,Male,29
WA,29-Apr-08,Single,No,No,No,90,Driver,Male,35
NSW,01-May-08,Pedestrian,No,Yes,No,80,Pedestrian,Male,47
NSW,01-May-08,Multiple,No,No,No,100,Motorcycle rider,Male,34
WA,01-May-08,Pedestrian,No,No,No,0,Pedestrian,Female,32
WA,01-May-08,Pedestrian,No,No,No,110,Pedestrian,Female,37
WA,01-May-08,Multiple,No,No,No,110,Motorcycle rider,Female,25
VIC,02-May-08,Multiple,No,No,No,80,Driver,Female,79
VIC,02-May-08,Multiple,No,No,No,100,Passenger,Male,74
VIC,02-May-08,Multiple,No,No,No,100,Driver,Male,78
TAS,02-May-08,Multiple,No,No,Yes,110,Driver,Male,41
NT,02-May-08,Pedestrian,No,No,No,100,Pedestrian,Male,41
NSW,03-May-08,Pedestrian,No,No,No,110,Pedestrian,Male,76
NSW,03-May-08,Multiple,No,No,No,80,Motorcycle rider,Male,44
NSW,03-May-08,Single,No,No,No,110,Driver,Male,33
VIC,03-May-08,Single,No,No,No,100,Driver,Male,20
SA,03-May-08,Multiple,No,No,Yes,60,Driver,Female,20
WA,03-May-08,Multiple,No,No,Yes,110,Driver,Male,73
WA,03-May-08,Multiple,No,No,Yes,110,Passenger,Female,56
VIC,04-May-08,Single,No,No,No,100,Driver,Female,26
NT,04-May-08,Single,No,No,No,0,Passenger,Female,50
NSW,05-May-08,Multiple,No,No,No,70,Driver,Female,36
NSW,05-May-08,Single,No,No,No,100,Driver,Female,79
NSW,05-May-08,Single,No,No,No,80,Motorcycle pillion passenger,Female,19
NSW,05-May-08,Multiple,No,No,No,50,Driver,Male,79
NSW,06-May-08,Pedestrian,No,No,No,50,Pedestrian,Male,27
VIC,06-May-08,Single,No,No,Yes,100,Driver,Male,47
VIC,06-May-08,Pedestrian,No,No,No,110,Pedestrian,Female,45
QLD,06-May-08,Multiple,No,No,Yes,60,Bicyclist,Male,56
QLD,06-May-08,Single,No,No,No,50,Driver,Male,39
NT,06-May-08,Single,No,No,No,130,Driver,Female,53
WA,07-May-08,Multiple,No,No,No,60,Driver,Female,85
TAS,07-May-08,Multiple,No,No,Yes,100,Driver,Male,27
NT,07-May-08,Pedestrian,No,No,No,80,Pedestrian,Male,43
NT,07-May-08,Single,No,No,No,20,Motorcycle rider,Male,23
ACT,07-May-08,Pedestrian,No,No,No,60,Pedestrian,Female,83
QLD,08-May-08,Multiple,No,No,No,60,Motorcycle rider,Female,19
QLD,08-May-08,Single,No,No,Yes,100,Driver,Male,49
WA,08-May-08,Multiple,No,Yes,No,110,Driver,Male,41
NSW,09-May-08,Single,No,No,No,100,Driver,Male,44
NSW,09-May-08,Single,No,No,No,50,Motorcycle rider,Male,17
QLD,09-May-08,Pedestrian,No,No,No,110,Pedestrian,Male,27
WA,10-May-08,Single,No,No,No,60,Driver,Male,17
VIC,11-May-08,Pedestrian,No,No,No,100,Pedestrian,Male,22
VIC,11-May-08,Single,No,No,No,100,Driver,Male,45
WA,11-May-08,Single,No,No,No,110,Driver,Male,24
NSW,12-May-08,Multiple,No,No,No,100,Driver,Female,52
QLD,12-May-08,Multiple,No,No,No,70,Motorcycle rider,Male,36
TAS,12-May-08,Multiple,No,No,No,70,Motorcycle rider,Male,18
VIC,13-May-08,Multiple,No,No,No,70,Driver,Female,27
VIC,13-May-08,Single,No,No,No,100,Motorcycle rider,Male,34
SA,13-May-08,Multiple,No,No,No,100,Driver,Female,53
WA,13-May-08,Single,No,No,No,50,Motorcycle rider,Male,23
ACT,13-May-08,Single,No,No,No,60,Motorcycle rider,Male,32
NSW,14-May-08,Single,No,No,Yes,110,Driver,Male,63
QLD,14-May-08,Single,No,No,No,60,Motorcycle rider,Male,24
QLD,14-May-08,Single,No,No,No,80,Driver,Male,60
QLD,15-May-08,Single,No,No,No,60,Driver,Male,17
SA,15-May-08,Multiple,No,No,No,90,Driver,Male,74
NSW,16-May-08,Multiple,No,No,No,80,Motorcycle rider,Male,46
NSW,16-May-08,Single,No,No,No,60,Driver,Male,40
VIC,16-May-08,Multiple,No,No,No,60,Passenger,Male,20
VIC,16-May-08,Multiple,No,No,No,60,Driver,Male,18
VIC,16-May-08,Single,No,No,No,100,Driver,Female,42
NSW,17-May-08,Multiple,No,No,No,100,Motorcycle rider,Male,63
VIC,17-May-08,Pedestrian,No,Yes,No,60,Pedestrian,Male,24
QLD,17-May-08,Single,No,No,No,80,Driver,Male,27
WA,17-May-08,Pedestrian,No,No,No,90,Pedestrian,Female,46
NT,17-May-08,Single,No,No,No,100,Driver,Female,51
NT,17-May-08,Pedestrian,No,No,No,60,Pedestrian,Male,15
NT,17-May-08,Pedestrian,No,No,No,40,Pedestrian,Female,1
VIC,18-May-08,Single,No,No,No,100,Driver,Male,21
VIC,18-May-08,Multiple,No,No,No,100,Driver,Female,21
QLD,18-May-08,Single,No,No,No,100,Motorcycle pillion passenger,Female,69
WA,18-May-08,Single,No,No,No,110,Driver,Male,39
VIC,19-May-08,Single,No,No,No,100,Driver,Female,63
QLD,19-May-08,Multiple,No,No,No,110,Driver,Female,85
VIC,20-May-08,Pedestrian,No,No,No,50,Pedestrian,Male,80
WA,20-May-08,Multiple,No,No,No,70,Motorcycle rider,Male,21
WA,21-May-08,Pedestrian,No,No,No,50,Pedestrian,Male,50
NSW,22-May-08,Multiple,No,No,No,60,Motorcycle rider,Male,36
NSW,22-May-08,Multiple,No,No,Yes,100,Motorcycle rider,Male,42
QLD,22-May-08,Pedestrian,No,No,No,50,Pedestrian,Male,25
QLD,22-May-08,Multiple,No,No,No,60,Driver,Male,33
WA,22-May-08,Multiple,No,No,No,60,Passenger,Male,32
NSW,23-May-08,Pedestrian,No,No,No,50,Pedestrian,Male,80
QLD,23-May-08,Multiple,Yes,No,No,60,Passenger,Female,37
SA,23-May-08,Multiple,No,No,No,110,Driver,Female,16
TAS,23-May-08,Multiple,No,No,Yes,110,Driver,Male,59
NSW,24-May-08,Multiple,No,No,No,60,Motorcycle rider,Male,33
VIC,24-May-08,Single,No,No,No,60,Passenger,Male,21
VIC,24-May-08,Single,No,No,No,60,Passenger,Female,18
VIC,24-May-08,Single,No,No,No,50,Passenger,Male,28
VIC,25-May-08,Multiple,No,No,No,100,Motorcycle rider,Male,45
QLD,25-May-08,Multiple,No,No,No,100,Driver,Male,49
QLD,25-May-08,Single,No,No,No,100,Driver,Female,58
QLD,25-May-08,Multiple,No,No,No,70,Driver,Male,17
NSW,27-May-08,Single,No,No,No,100,Driver,Male,43
NSW,27-May-08,Pedestrian,No,No,Yes,110,Pedestrian,Male,83
VIC,27-May-08,Single,No,No,No,100,Driver,Male,20
NT,27-May-08,Multiple,No,No,No,60,Motorcycle rider,Female,33
NSW,28-May-08,Multiple,No,No,No,70,Passenger,Male,70
SA,28-May-08,Multiple,No,No,No,90,Motorcycle rider,Male,36
NT,28-May-08,Pedestrian,No,No,No,20,Pedestrian,Male,1
VIC,29-May-08,Pedestrian,No,No,No,60,Pedestrian,Female,75
QLD,29-May-08,Single,No,No,No,50,Passenger,Male,45
QLD,29-May-08,Single,No,No,No,100,Passenger,Female,79
WA,30-May-08,Multiple,No,No,No,80,Bicyclist,Male,84
QLD,31-May-08,Multiple,No,No,No,60,Motorcycle rider,Male,17
WA,31-May-08,Single,No,No,No,70,Driver,Male,20
QLD,01-Jun-08,Single,No,No,No,100,Driver,Male,41
VIC,02-Jun-08,Pedestrian,No,No,No,80,Pedestrian,Male,83
VIC,02-Jun-08,Single,No,No,No,100,Passenger,Female,44
SA,02-Jun-08,Single,No,No,No,50,Motorcycle rider,Male,26
NSW,03-Jun-08,Multiple,No,No,No,50,Bicyclist,Male,53
NSW,03-Jun-08,Multiple,No,No,No,80,Driver,Female,45
NSW,04-Jun-08,Multiple,No,No,Yes,100,Driver,Male,49
TAS,04-Jun-08,Single,No,No,No,100,Driver,Male,22
NSW,05-Jun-08,Multiple,No,No,Yes,60,Bicyclist,Male,49
NSW,05-Jun-08,Single,No,No,No,100,Driver,Male,41
QLD,05-Jun-08,Single,Yes,No,No,80,Passenger,Male,6
NT,05-Jun-08,Single,No,No,No,80,Driver,Male,59
ACT,05-Jun-08,Multiple,No,No,No,60,Motorcycle rider,Male,52
