State,Date,Crash_Type,Bus_Involvement,Heavy_Rigid_Truck_Involvement,Articulated_Truck_Involvement,Speed_Limit,Road_User,Gender,Age
VIC,13-Dec-99,Pedestrian,No,Unknown,No,60,Pedestrian,Female,15
VIC,13-Dec-99,Multiple,No,Unknown,No,70,Driver,Male,35
QLD,13-Dec-99,Single,No,Unknown,No,60,Passenger,Male,17
VIC,14-Dec-99,Pedestrian,No,Unknown,No,60,Pedestrian,Male,30
VIC,14-Dec-99,Multiple,No,Unknown,Yes,100,Driver,Male,43
QLD,14-Dec-99,Multiple,No,Unknown,No,100,Driver,Male,45
WA,14-Dec-99,Single,No,Unknown,No,110,Driver,Male,55
NSW,15-Dec-99,Multiple,No,Unknown,No,100,Driver,Female,34
NSW,15-Dec-99,Multiple,No,Unknown,No,100,Passenger,Female,3
NSW,15-Dec-99,Single,No,Unknown,No,60,Driver,Male,25
NSW,15-Dec-99,Single,No,Unknown,No,80,Motorcycle rider,Male,35
NSW,15-Dec-99,Multiple,No,Unknown,No,60,Bicyclist,Male,12
NSW,15-Dec-99,Single,No,Unknown,No,100,Driver,Male,34
VIC,15-Dec-99,Multiple,No,Unknown,No,60,Passenger,Female,0
VIC,15-Dec-99,Single,No,Unknown,No,100,Driver,Male,55
NSW,16-Dec-99,Single,No,Unknown,No,60,Passenger,Female,16
WA,16-Dec-99,Single,Yes,Unknown,No,80,Passenger,Male,76
QLD,17-Dec-99,Multiple,No,Unknown,No,100,Passenger,Female,78
QLD,17-Dec-99,Multiple,No,Unknown,No,60,Passenger,Female,24
QLD,17-Dec-99,Pedestrian,No,Unknown,No,60,Pedestrian,Male,49
NSW,18-Dec-99,Single,No,Unknown,No,100,Driver,Female,32
NSW,18-Dec-99,Single,No,Unknown,No,100,Passenger,Female,6
NSW,18-Dec-99,Multiple,No,Unknown,No,70,Driver,Female,19
VIC,18-Dec-99,Multiple,No,Unknown,No,100,Driver,Male,21
QLD,18-Dec-99,Single,No,Unknown,No,80,Driver,Male,33
SA,18-Dec-99,Single,No,Unknown,No,110,Driver,Male,23
WA,18-Dec-99,Multiple,No,Unknown,No,70,Motorcycle rider,Male,35
NSW,19-Dec-99,Pedestrian,No,Unknown,No,60,Pedestrian,Male,26
VIC,19-Dec-99,Multiple,No,Unknown,No,60,Motorcycle rider,Male,31
QLD,19-Dec-99,Single,No,Unknown,No,60,Passenger,Male,31
WA,19-Dec-99,Multiple,No,Unknown,No,90,Passenger,Male,17
NSW,20-Dec-99,Pedestrian,No,Unknown,Yes,60,Pedestrian,Male,70
NSW,20-Dec-99,Multiple,No,Unknown,No,70,Driver,Female,77
NSW,20-Dec-99,Multiple,No,Unknown,No,70,Passenger,Male,87
NSW,20-Dec-99,Multiple,No,Unknown,No,60,Bicyclist,Male,11
NSW,20-Dec-99,Multiple,No,Unknown,No,70,Passenger,Female,17
QLD,20-Dec-99,Multiple,No,Unknown,No,80,Bicyclist,Female,71
ACT,21-Dec-99,Pedestrian,No,Unknown,No,0,Pedestrian,Female,89
VIC,22-Dec-99,Multiple,No,Unknown,No,90,Driver,Male,25
VIC,22-Dec-99,Multiple,No,Unknown,No,80,Passenger,Female,60
NSW,23-Dec-99,Single,No,Unknown,No,100,Motorcycle rider,Male,43
NSW,23-Dec-99,Multiple,No,Unknown,No,70,Motorcycle rider,Male,26
NSW,23-Dec-99,Multiple,No,Unknown,No,80,Driver,Male,26
NSW,23-Dec-99,Multiple,No,Unknown,No,80,Passenger,Male,19
NSW,23-Dec-99,Multiple,No,Unknown,No,80,Passenger,Female,20
VIC,23-Dec-99,Multiple,No,Unknown,No,80,Driver,Male,29
QLD,23-Dec-99,Pedestrian,No,Unknown,No,60,Pedestrian,Female,59
SA,23-Dec-99,Single,No,Unknown,No,110,Driver,Female,59
WA,23-Dec-99,Single,No,Unknown,No,110,Driver,Female,16
WA,23-Dec-99,Single,No,Unknown,No,110,Passenger,Female,17
WA,23-Dec-99,Multiple,No,Unknown,No,110,Driver,Male,36
WA,23-Dec-99,Multiple,No,Unknown,No,110,Driver,Male,21
VIC,24-Dec-99,Multiple,No,Unknown,No,60,Motorcycle rider,Male,23
VIC,24-Dec-99,Multiple,No,Unknown,Yes,60,Passenger,Female,6
QLD,24-Dec-99,Single,No,Unknown,No,100,Driver,Female,27
NSW,25-Dec-99,Pedestrian,No,Unknown,No,50,Pedestrian,Male,35
SA,25-Dec-99,Single,No,Unknown,No,110,Driver,Male,28
WA,25-Dec-99,Multiple,No,Unknown,No,90,Driver,Male,79
NSW,26-Dec-99,Multiple,No,Unknown,No,60,Motorcycle rider,Male,29
VIC,26-Dec-99,Single,No,Unknown,No,100,Driver,Male,41
VIC,26-Dec-99,Pedestrian,No,Unknown,No,70,Pedestrian,Female,58
QLD,26-Dec-99,Pedestrian,No,Unknown,No,100,Pedestrian,Male,20
SA,26-Dec-99,Multiple,No,Unknown,No,60,Motorcycle rider,Male,29
WA,26-Dec-99,Single,No,Unknown,No,60,Driver,Male,29
TAS,26-Dec-99,Single,No,Unknown,No,80,Driver,Female,64
NSW,27-Dec-99,Multiple,No,Unknown,No,100,Driver,Female,61
QLD,27-Dec-99,Single,No,Unknown,No,100,Passenger,Female,16
SA,27-Dec-99,Single,No,Unknown,No,110,Motorcycle rider,Male,34
WA,27-Dec-99,Single,No,Unknown,No,110,Driver,Male,28
ACT,27-Dec-99,Multiple,No,Unknown,Yes,0,Driver,Male,48
NSW,28-Dec-99,Multiple,No,Unknown,No,100,Driver,Female,44
NSW,28-Dec-99,Multiple,No,Unknown,No,100,Driver,Male,25
NSW,28-Dec-99,Multiple,No,Unknown,No,100,Passenger,Male,32
NSW,28-Dec-99,Multiple,No,Unknown,Yes,80,Passenger,Male,27
NSW,28-Dec-99,Multiple,No,Unknown,No,100,Passenger,Male,26
QLD,28-Dec-99,Single,No,Unknown,No,100,Driver,Male,31
NSW,29-Dec-99,Multiple,No,Unknown,Yes,100,Driver,Female,39
NSW,29-Dec-99,Multiple,No,Unknown,Yes,100,Passenger,Female,12
NSW,29-Dec-99,Single,No,Unknown,No,70,Driver,Male,20
VIC,29-Dec-99,Pedestrian,No,Unknown,No,60,Pedestrian,Male,25
VIC,29-Dec-99,Pedestrian,No,Unknown,No,60,Passenger,Male,25
ACT,29-Dec-99,Single,No,Unknown,No,0,Driver,Male,Unknown
ACT,29-Dec-99,Single,No,Unknown,No,0,Passenger,Male,20
ACT,29-Dec-99,Single,No,Unknown,No,0,Passenger,Male,Unknown
VIC,30-Dec-99,Multiple,No,Unknown,No,100,Driver,Male,74
VIC,30-Dec-99,Single,No,Unknown,No,100,Driver,Female,21
QLD,30-Dec-99,Single,No,Unknown,No,100,Passenger,Male,15
QLD,30-Dec-99,Multiple,No,Unknown,No,100,Motorcycle rider,Female,36
QLD,30-Dec-99,Single,No,Unknown,No,100,Driver,Male,30
SA,30-Dec-99,Multiple,No,Unknown,No,90,Passenger,Female,63
SA,30-Dec-99,Multiple,No,Unknown,No,90,Driver,Male,76
NSW,31-Dec-99,Pedestrian,No,Unknown,No,60,Pedestrian,Male,43
NSW,31-Dec-99,Multiple,No,Unknown,No,60,Driver,Male,55
NSW,31-Dec-99,Single,No,Unknown,No,110,Driver,Male,20
VIC,31-Dec-99,Single,No,Unknown,No,80,Driver,Male,35
QLD,31-Dec-99,Single,No,Unknown,No,60,Passenger,Male,26
NT,31-Dec-99,Single,No,Unknown,No,900,Driver,Male,18
NT,31-Dec-99,Single,No,Unknown,No,900,Passenger,Female,20
NT,31-Dec-99,Single,No,Unknown,No,900,Passenger,Male,17
NSW,01-Jan-98,Multiple,No,Unknown,Yes,100,Driver,Male,22
QLD,01-Jan-98,Single,No,Unknown,No,100,Driver,Male,21
QLD,01-Jan-98,Single,No,Unknown,No,100,Passenger,Male,20
WA,01-Jan-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,23
WA,01-Jan-98,Single,No,Unknown,No,60,Driver,Female,37
TAS,01-Jan-98,Single,No,Unknown,No,60,Driver,Male,54
NSW,02-Jan-98,Single,No,Unknown,No,60,Passenger,Male,40
NSW,02-Jan-98,Multiple,No,Unknown,No,60,Driver,Male,66
VIC,02-Jan-98,Multiple,No,Unknown,No,60,Driver,Male,39
VIC,02-Jan-98,Single,No,Unknown,No,100,Passenger,Female,14
WA,02-Jan-98,Single,No,Unknown,No,110,Driver,Female,25
WA,02-Jan-98,Multiple,No,Unknown,No,110,Driver,Male,21
NSW,03-Jan-98,Multiple,No,Unknown,No,100,Motorcycle rider,Male,22
NSW,03-Jan-98,Multiple,No,Unknown,No,80,Driver,Female,33
NSW,03-Jan-98,Multiple,No,Unknown,No,80,Driver,Male,35
VIC,03-Jan-98,Single,No,Unknown,No,100,Passenger,Male,0
QLD,03-Jan-98,Single,No,Unknown,No,60,Other/unknown,Female,23
SA,03-Jan-98,Multiple,No,Unknown,No,60,Passenger,Female,18
SA,03-Jan-98,Multiple,No,Unknown,No,80,Bicyclist,Male,14
VIC,04-Jan-98,Multiple,No,Unknown,No,70,Passenger,Female,15
NSW,05-Jan-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,4
NSW,05-Jan-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,38
NSW,05-Jan-98,Multiple,No,Unknown,No,80,Driver,Male,56
VIC,06-Jan-98,Single,No,Unknown,No,100,Driver,Male,23
QLD,06-Jan-98,Single,No,Unknown,No,100,Driver,Male,74
SA,06-Jan-98,Single,No,Unknown,No,110,Driver,Male,70
VIC,07-Jan-98,Multiple,No,Unknown,No,100,Passenger,Male,42
VIC,07-Jan-98,Multiple,No,Unknown,No,100,Passenger,Female,60
VIC,07-Jan-98,Multiple,No,Unknown,No,100,Driver,Male,67
TAS,07-Jan-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,4
NT,07-Jan-98,Single,No,Unknown,No,900,Passenger,Female,15
NSW,08-Jan-98,Multiple,No,Unknown,Yes,100,Motorcycle rider,Male,20
NSW,08-Jan-98,Multiple,No,Unknown,No,100,Driver,Male,21
WA,08-Jan-98,Single,No,Unknown,No,110,Passenger,Male,20
WA,08-Jan-98,Single,No,Unknown,No,110,Driver,Female,37
NSW,10-Jan-98,Multiple,No,Unknown,No,60,Passenger,Male,23
VIC,10-Jan-98,Single,No,Unknown,No,60,Motorcycle rider,Male,33
VIC,10-Jan-98,Single,No,Unknown,No,100,Passenger,Male,38
QLD,10-Jan-98,Multiple,No,Unknown,No,100,Driver,Male,61
QLD,10-Jan-98,Multiple,No,Unknown,No,100,Driver,Male,56
QLD,10-Jan-98,Multiple,No,Unknown,No,100,Passenger,Female,72
NSW,11-Jan-98,Single,No,Unknown,No,60,Driver,Male,23
NSW,11-Jan-98,Single,No,Unknown,No,60,Passenger,Female,31
VIC,11-Jan-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,27
VIC,11-Jan-98,Multiple,No,Unknown,No,100,Driver,Male,49
SA,11-Jan-98,Single,No,Unknown,No,60,Driver,Male,22
WA,11-Jan-98,Single,No,Unknown,No,60,Passenger,Male,16
NSW,12-Jan-98,Single,No,Unknown,Yes,90,Driver,Male,45
NSW,12-Jan-98,Multiple,No,Unknown,No,70,Driver,Female,51
NSW,12-Jan-98,Multiple,No,Unknown,No,70,Passenger,Female,12
NSW,12-Jan-98,Multiple,No,Unknown,No,70,Passenger,Female,12
VIC,12-Jan-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,59
QLD,12-Jan-98,Multiple,No,Unknown,Yes,60,Bicyclist,Male,8
SA,12-Jan-98,Single,No,Unknown,No,60,Passenger,Female,78
NSW,13-Jan-98,Single,No,Unknown,No,100,Driver,Male,53
VIC,13-Jan-98,Multiple,No,Unknown,No,100,Passenger,Male,78
WA,13-Jan-98,Multiple,No,Unknown,No,70,Driver,Male,58
NSW,14-Jan-98,Single,No,Unknown,Yes,60,Driver,Male,29
NSW,14-Jan-98,Multiple,No,Unknown,Yes,70,Motorcycle rider,Male,40
NSW,16-Jan-98,Single,No,Unknown,No,110,Passenger,Female,35
NSW,16-Jan-98,Single,No,Unknown,No,110,Passenger,Male,40
NSW,16-Jan-98,Single,No,Unknown,No,110,Passenger,Male,12
VIC,16-Jan-98,Single,No,Unknown,No,100,Driver,Male,30
WA,16-Jan-98,Single,No,Unknown,No,110,Passenger,Male,16
VIC,17-Jan-98,Single,No,Unknown,No,100,Passenger,Female,17
VIC,17-Jan-98,Single,No,Unknown,No,100,Passenger,Male,45
VIC,17-Jan-98,Single,No,Unknown,No,100,Passenger,Female,44
NT,17-Jan-98,Single,No,Unknown,No,100,Driver,Male,26
NT,17-Jan-98,Single,No,Unknown,No,100,Passenger,Male,23
NSW,18-Jan-98,Multiple,No,Unknown,Yes,100,Driver,Male,36
NSW,18-Jan-98,Multiple,No,Unknown,Yes,100,Driver,Male,47
NSW,18-Jan-98,Multiple,No,Unknown,No,80,Driver,Female,36
QLD,18-Jan-98,Multiple,No,Unknown,No,100,Passenger,Male,19
QLD,18-Jan-98,Single,No,Unknown,No,60,Passenger,Male,68
WA,18-Jan-98,Single,No,Unknown,No,60,Passenger,Male,17
SA,19-Jan-98,Single,No,Unknown,No,60,Driver,Male,85
WA,19-Jan-98,Multiple,No,Unknown,No,60,Driver,Male,18
VIC,20-Jan-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,10
VIC,20-Jan-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,26
VIC,20-Jan-98,Single,No,Unknown,No,100,Driver,Female,21
NSW,21-Jan-98,Single,No,Unknown,Yes,100,Driver,Male,53
NSW,21-Jan-98,Multiple,No,Unknown,No,60,Driver,Female,36
NSW,21-Jan-98,Multiple,No,Unknown,No,60,Bicyclist,Male,11
QLD,21-Jan-98,Multiple,No,Unknown,No,100,Driver,Male,37
NT,21-Jan-98,Single,No,Unknown,No,80,Driver,Male,54
WA,23-Jan-98,Pedestrian,No,Unknown,No,110,Pedestrian,Male,29
TAS,23-Jan-98,Single,No,Unknown,No,100,Passenger,Male,12
NSW,24-Jan-98,Pedestrian,No,Unknown,Yes,100,Pedestrian,Male,36
NSW,24-Jan-98,Single,No,Unknown,No,100,Passenger,Male,18
NSW,24-Jan-98,Multiple,No,Unknown,No,100,Driver,Female,72
QLD,24-Jan-98,Single,No,Unknown,No,100,Driver,Female,39
QLD,24-Jan-98,Single,No,Unknown,No,100,Driver,Male,25
NSW,25-Jan-98,Multiple,No,Unknown,No,100,Driver,Male,34
NSW,25-Jan-98,Multiple,No,Unknown,No,100,Passenger,Female,32
NSW,25-Jan-98,Multiple,No,Unknown,No,100,Passenger,Female,8
NSW,25-Jan-98,Multiple,No,Unknown,No,100,Passenger,Male,4
NSW,25-Jan-98,Multiple,No,Unknown,No,100,Passenger,Female,11
VIC,25-Jan-98,Multiple,No,Unknown,No,60,Driver,Male,20
QLD,25-Jan-98,Single,No,Unknown,No,110,Driver,Male,22
SA,25-Jan-98,Multiple,No,Unknown,No,110,Driver,Male,64
SA,25-Jan-98,Multiple,No,Unknown,No,60,Passenger,Female,32
SA,25-Jan-98,Multiple,No,Unknown,No,0,Driver,Male,39
SA,25-Jan-98,Single,No,Unknown,No,110,Driver,Male,35
WA,25-Jan-98,Multiple,No,Unknown,No,90,Driver,Male,46
WA,25-Jan-98,Multiple,No,Unknown,No,90,Passenger,Female,55
ACT,25-Jan-98,Multiple,No,Unknown,No,0,Driver,Male,28
NSW,26-Jan-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,25
NSW,26-Jan-98,Multiple,No,Unknown,No,60,Driver,Female,60
VIC,26-Jan-98,Multiple,No,Unknown,No,100,Driver,Male,18
VIC,26-Jan-98,Multiple,No,Unknown,No,100,Passenger,Male,18
VIC,26-Jan-98,Single,No,Unknown,No,100,Driver,Male,71
SA,26-Jan-98,Pedestrian,No,Unknown,No,110,Pedestrian,Male,17
WA,26-Jan-98,Single,No,Unknown,No,60,Driver,Male,29
NSW,27-Jan-98,Single,No,Unknown,No,100,Driver,Male,23
NSW,27-Jan-98,Multiple,No,Unknown,Yes,70,Driver,Female,51
NSW,27-Jan-98,Multiple,No,Unknown,No,110,Driver,Male,25
NSW,27-Jan-98,Multiple,No,Unknown,No,70,Motorcycle rider,Male,30
VIC,27-Jan-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,90
VIC,27-Jan-98,Multiple,No,Unknown,No,100,Driver,Female,77
TAS,27-Jan-98,Single,No,Unknown,No,100,Driver,Female,80
VIC,28-Jan-98,Single,No,Unknown,No,100,Driver,Male,36
QLD,28-Jan-98,Single,No,Unknown,No,100,Driver,Female,44
QLD,29-Jan-98,Single,No,Unknown,No,100,Driver,Female,64
NSW,30-Jan-98,Multiple,No,Unknown,No,80,Passenger,Male,16
NSW,30-Jan-98,Multiple,No,Unknown,No,80,Passenger,Male,64
NSW,30-Jan-98,Multiple,No,Unknown,No,80,Passenger,Male,22
QLD,30-Jan-98,Single,No,Unknown,No,100,Driver,Female,38
QLD,30-Jan-98,Single,No,Unknown,No,100,Passenger,Male,12
QLD,30-Jan-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,45
VIC,31-Jan-98,Multiple,No,Unknown,No,100,Bicyclist,Male,32
QLD,31-Jan-98,Single,No,Unknown,No,100,Passenger,Male,35
WA,31-Jan-98,Multiple,No,Unknown,No,60,Driver,Male,63
WA,31-Jan-98,Single,No,Unknown,No,60,Driver,Male,24
WA,01-Feb-98,Single,No,Unknown,No,110,Driver,Male,42
WA,01-Feb-98,Single,No,Unknown,No,110,Passenger,Female,39
NT,01-Feb-98,Single,No,Unknown,No,900,Passenger,Male,29
NT,01-Feb-98,Single,No,Unknown,No,900,Passenger,Female,19
VIC,02-Feb-98,Multiple,No,Unknown,No,100,Driver,Male,43
QLD,02-Feb-98,Single,No,Unknown,No,80,Driver,Male,28
SA,02-Feb-98,Single,No,Unknown,No,100,Driver,Male,20
NSW,03-Feb-98,Single,No,Unknown,No,60,Motorcycle rider,Male,26
NSW,03-Feb-98,Single,No,Unknown,No,100,Driver,Male,45
VIC,03-Feb-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,20
VIC,03-Feb-98,Multiple,No,Unknown,No,100,Driver,Female,76
WA,03-Feb-98,Single,No,Unknown,No,80,Passenger,Female,24
NT,03-Feb-98,Multiple,No,Unknown,No,100,Driver,Female,31
VIC,04-Feb-98,Multiple,No,Unknown,No,80,Motorcycle rider,Male,20
QLD,04-Feb-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,56
TAS,04-Feb-98,Pedestrian,Yes,Unknown,No,60,Pedestrian,Male,91
NT,04-Feb-98,Pedestrian,No,Unknown,No,80,Pedestrian,Male,19
NT,04-Feb-98,Multiple,No,Unknown,No,900,Driver,Male,38
NT,04-Feb-98,Multiple,No,Unknown,No,900,Passenger,Male,51
VIC,05-Feb-98,Single,No,Unknown,No,110,Driver,Male,52
VIC,05-Feb-98,Multiple,No,Unknown,No,100,Driver,Female,19
SA,05-Feb-98,Multiple,No,Unknown,Yes,110,Bicyclist,Male,28
SA,05-Feb-98,Single,No,Unknown,No,100,Driver,Male,34
NT,05-Feb-98,Single,No,Unknown,No,900,Passenger,Male,37
NSW,06-Feb-98,Single,No,Unknown,No,100,Driver,Male,40
QLD,06-Feb-98,Single,No,Unknown,No,60,Driver,Male,40
SA,06-Feb-98,Single,No,Unknown,No,110,Driver,Male,17
WA,06-Feb-98,Single,No,Unknown,No,80,Driver,Male,37
WA,06-Feb-98,Single,No,Unknown,No,80,Passenger,Male,19
NSW,07-Feb-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,73
NSW,07-Feb-98,Single,No,Unknown,No,80,Driver,Male,40
VIC,07-Feb-98,Multiple,No,Unknown,No,60,Driver,Male,56
VIC,07-Feb-98,Single,No,Unknown,No,100,Driver,Male,31
VIC,07-Feb-98,Single,No,Unknown,No,110,Passenger,Female,51
QLD,07-Feb-98,Single,No,Unknown,No,100,Passenger,Female,19
QLD,07-Feb-98,Single,No,Unknown,No,100,Passenger,Male,18
QLD,07-Feb-98,Multiple,No,Unknown,No,100,Driver,Male,79
SA,07-Feb-98,Multiple,No,Unknown,No,60,Driver,Male,61
SA,07-Feb-98,Multiple,No,Unknown,No,60,Passenger,Male,69
NSW,08-Feb-98,Single,No,Unknown,No,110,Driver,Male,24
NSW,08-Feb-98,Single,No,Unknown,No,110,Passenger,Male,21
NSW,08-Feb-98,Single,No,Unknown,No,110,Passenger,Male,18
NSW,08-Feb-98,Single,No,Unknown,No,110,Passenger,Male,27
NSW,08-Feb-98,Single,No,Unknown,No,100,Driver,Male,49
NSW,09-Feb-98,Multiple,No,Unknown,Yes,110,Driver,Female,21
NSW,09-Feb-98,Multiple,No,Unknown,No,100,Passenger,Female,64
NSW,09-Feb-98,Multiple,No,Unknown,No,100,Motorcycle rider,Male,14
NSW,09-Feb-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,24
SA,09-Feb-98,Multiple,No,Unknown,No,60,Passenger,Female,72
WA,09-Feb-98,Single,No,Unknown,No,110,Driver,Male,21
TAS,09-Feb-98,Single,No,Unknown,No,60,Passenger,Female,22
NSW,10-Feb-98,Single,No,Unknown,No,60,Driver,Male,44
NSW,10-Feb-98,Single,No,Unknown,No,60,Driver,Male,58
SA,10-Feb-98,Multiple,No,Unknown,No,60,Driver,Female,87
SA,10-Feb-98,Multiple,No,Unknown,No,80,Driver,Male,49
NT,10-Feb-98,Single,No,Unknown,No,900,Driver,Female,31
VIC,11-Feb-98,Single,No,Unknown,No,60,Driver,Male,43
QLD,11-Feb-98,Multiple,No,Unknown,No,80,Passenger,Male,78
WA,11-Feb-98,Single,No,Unknown,No,110,Driver,Male,43
NSW,12-Feb-98,Single,No,Unknown,Yes,100,Driver,Male,49
NSW,12-Feb-98,Pedestrian,No,Unknown,No,70,Pedestrian,Female,73
QLD,12-Feb-98,Single,No,Unknown,No,80,Driver,Male,54
ACT,12-Feb-98,Multiple,No,Unknown,No,0,Driver,Female,41
NSW,13-Feb-98,Multiple,No,Unknown,Yes,100,Driver,Male,27
VIC,13-Feb-98,Multiple,No,Unknown,Yes,60,Bicyclist,Male,27
VIC,13-Feb-98,Pedestrian,No,Unknown,No,80,Pedestrian,Female,15
VIC,13-Feb-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,82
NSW,14-Feb-98,Multiple,No,Unknown,No,100,Driver,Female,21
SA,14-Feb-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,35
NSW,15-Feb-98,Single,No,Unknown,No,80,Motorcycle rider,Male,72
NSW,15-Feb-98,Multiple,No,Unknown,Yes,60,Passenger,Male,51
NSW,15-Feb-98,Multiple,No,Unknown,No,60,Driver,Female,70
QLD,15-Feb-98,Single,No,Unknown,No,100,Driver,Female,28
SA,15-Feb-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,68
ACT,15-Feb-98,Single,No,Unknown,No,0,Driver,Male,23
SA,16-Feb-98,Multiple,No,Unknown,No,100,Driver,Male,35
VIC,17-Feb-98,Multiple,No,Unknown,No,60,Driver,Female,43
VIC,17-Feb-98,Multiple,No,Unknown,No,100,Bicyclist,Male,12
QLD,17-Feb-98,Multiple,Yes,Unknown,No,80,Driver,Male,17
SA,17-Feb-98,Single,No,Unknown,No,60,Motorcycle rider,Male,26
SA,17-Feb-98,Multiple,No,Unknown,No,80,Driver,Male,81
VIC,18-Feb-98,Single,No,Unknown,No,100,Passenger,Male,29
SA,18-Feb-98,Single,No,Unknown,No,70,Passenger,Male,19
SA,18-Feb-98,Single,No,Unknown,No,70,Passenger,Male,18
NSW,19-Feb-98,Single,No,Unknown,No,60,Driver,Male,19
NSW,19-Feb-98,Single,No,Unknown,No,60,Passenger,Male,6
NSW,19-Feb-98,Single,No,Unknown,No,100,Driver,Female,23
NSW,19-Feb-98,Multiple,No,Unknown,No,60,Driver,Female,81
VIC,19-Feb-98,Multiple,No,Unknown,No,70,Bicyclist,Male,14
NSW,20-Feb-98,Single,No,Unknown,No,60,Passenger,Male,18
NSW,20-Feb-98,Single,No,Unknown,No,70,Driver,Female,75
VIC,20-Feb-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,83
VIC,20-Feb-98,Multiple,No,Unknown,No,60,Passenger,Female,61
SA,20-Feb-98,Multiple,No,Unknown,Yes,110,Driver,Male,70
SA,20-Feb-98,Multiple,No,Unknown,Yes,110,Passenger,Female,57
SA,20-Feb-98,Multiple,No,Unknown,Yes,110,Passenger,Female,72
SA,20-Feb-98,Multiple,No,Unknown,Yes,110,Passenger,Female,75
TAS,20-Feb-98,Multiple,No,Unknown,No,60,Driver,Male,82
NSW,21-Feb-98,Multiple,No,Unknown,No,110,Passenger,Female,33
NSW,21-Feb-98,Single,No,Unknown,No,100,Driver,Male,17
NSW,21-Feb-98,Single,No,Unknown,No,100,Passenger,Male,44
NSW,21-Feb-98,Multiple,No,Unknown,No,60,Passenger,Male,79
VIC,21-Feb-98,Pedestrian,No,Unknown,Yes,80,Pedestrian,Female,69
QLD,21-Feb-98,Single,No,Unknown,No,80,Driver,Male,39
SA,21-Feb-98,Single,No,Unknown,No,110,Driver,Male,26
SA,21-Feb-98,Single,No,Unknown,No,100,Motorcycle rider,Male,20
WA,21-Feb-98,Multiple,No,Unknown,No,60,Driver,Female,78
WA,21-Feb-98,Single,No,Unknown,No,60,Motorcycle rider,Male,25
WA,21-Feb-98,Single,No,Unknown,No,110,Passenger,Male,39
NSW,22-Feb-98,Multiple,No,Unknown,Yes,100,Passenger,Female,66
VIC,22-Feb-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,13
VIC,22-Feb-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,19
VIC,22-Feb-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,23
QLD,22-Feb-98,Single,No,Unknown,No,100,Passenger,Male,19
QLD,22-Feb-98,Single,No,Unknown,No,80,Driver,Male,21
SA,22-Feb-98,Multiple,No,Unknown,No,110,Passenger,Male,59
SA,22-Feb-98,Multiple,No,Unknown,No,110,Passenger,Female,59
VIC,23-Feb-98,Multiple,No,Unknown,No,100,Driver,Male,68
VIC,23-Feb-98,Multiple,No,Unknown,No,100,Passenger,Female,66
VIC,23-Feb-98,Multiple,No,Unknown,No,100,Passenger,Male,69
SA,23-Feb-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,78
WA,23-Feb-98,Multiple,No,Unknown,No,60,Passenger,Female,74
NSW,24-Feb-98,Multiple,No,Unknown,Yes,110,Passenger,Female,21
VIC,24-Feb-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,19
VIC,24-Feb-98,Single,Yes,Unknown,No,60,Passenger,Female,70
QLD,24-Feb-98,Multiple,No,Unknown,No,100,Driver,Male,51
ACT,24-Feb-98,Multiple,No,Unknown,No,0,Driver,Female,59
NSW,25-Feb-98,Single,No,Unknown,No,100,Passenger,Male,22
NSW,25-Feb-98,Pedestrian,No,Unknown,No,70,Pedestrian,Male,50
QLD,25-Feb-98,Multiple,No,Unknown,No,100,Driver,Male,54
SA,25-Feb-98,Single,No,Unknown,No,60,Driver,Male,42
QLD,26-Feb-98,Single,No,Unknown,No,100,Driver,Female,19
VIC,27-Feb-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,10
WA,27-Feb-98,Single,No,Unknown,No,80,Driver,Male,47
NSW,28-Feb-98,Multiple,No,Unknown,No,100,Driver,Male,38
NSW,28-Feb-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,27
QLD,28-Feb-98,Pedestrian,No,Unknown,No,100,Pedestrian,Male,53
SA,28-Feb-98,Multiple,No,Unknown,Yes,110,Driver,Male,45
NSW,01-Mar-98,Single,No,Unknown,No,110,Passenger,Male,18
